49	35	72	59	1	76
19	16	32	28	25	201
9	74	68	79	25	175
69	54	91	30	73	129
17	70	58	50	91	85
25	10	80	9	19	221
100	85	7	3	95	168
51	48	53	87	17	164
75	76	16	86	68	232
69	9	30	48	17	30
36	25	84	92	50	230
45	95	22	28	38	65
90	18	44	62	68	64
37	11	65	38	26	87
90	59	2	37	79	87
75	13	78	47	96	129
56	32	79	7	6	47
100	40	20	16	80	48
13	14	55	81	75	104
31	95	26	64	64	65
50	15	90	27	49	157
84	66	17	91	74	253
32	92	0	91	15	143
25	97	72	48	84	77
61	69	78	29	34	105
4	81	21	85	85	146
70	64	29	52	35	135
98	84	53	51	34	217
63	12	85	16	23	91
71	2	58	96	5	83
62	27	50	93	68	248
43	31	12	9	86	247
95	5	54	56	24	195
22	76	64	24	65	201
49	66	46	25	29	61
46	84	75	96	99	155
8	43	6	58	5	185
78	22	18	36	60	120
5	74	64	8	72	186
50	11	51	65	73	98
82	38	50	34	45	253
60	6	70	61	2	24
54	38	75	95	40	1
19	76	75	71	35	148
8	77	100	99	46	66
53	50	66	3	73	105
74	14	4	73	67	115
1	12	42	43	47	73
96	70	4	81	47	179
74	9	62	81	10	66
69	57	42	64	69	34
0	20	41	46	27	121
18	74	18	75	13	135
51	40	65	53	46	155
43	33	77	47	4	178
91	8	98	80	31	151
33	96	50	70	36	48
73	100	79	10	9	163
90	21	34	52	10	84
16	36	70	92	82	186
33	30	26	12	35	57
92	61	6	94	65	97
38	100	26	69	9	227
70	40	43	37	66	105
17	4	56	46	95	179
4	3	40	53	95	179
20	71	5	90	75	153
89	84	80	67	54	90
23	25	29	14	75	32
16	75	64	15	92	204
34	58	25	100	7	127
46	58	42	78	92	148
45	28	81	1	1	62
62	4	21	32	70	222
5	1	29	97	10	12
67	22	4	67	25	231
26	56	36	31	62	74
64	47	41	50	83	21
9	24	76	23	24	196
87	79	38	74	54	11
78	60	46	2	62	226
2	13	84	80	73	163
85	79	55	90	74	219
43	43	9	82	53	80
24	89	65	63	77	164
72	84	70	64	61	93
76	87	94	73	98	4
57	77	60	21	34	51
86	67	38	72	97	147
50	77	69	33	32	15
39	1	77	96	5	12
100	58	58	45	29	247
65	56	26	89	60	126
42	89	80	18	49	107
55	6	82	14	45	243
100	1	32	96	69	169
94	6	39	48	1	133
41	43	39	75	100	180
6	26	91	10	42	84
15	85	82	8	16	155
99	88	37	52	77	217
43	29	3	82	89	46
88	23	96	98	96	8
64	95	73	82	46	80
38	37	48	53	67	177
59	9	25	52	29	68
77	5	79	30	80	19
28	31	91	50	48	90
26	79	19	92	38	0
95	92	46	0	91	127
90	87	39	56	63	93
21	86	18	3	47	115
55	70	43	65	62	51
40	77	14	74	82	102
37	70	84	35	54	208
1	39	96	11	81	152
62	14	64	28	77	177
95	82	95	33	55	228
47	100	29	6	13	23
76	65	65	65	20	225
16	37	6	8	27	155
0	86	7	54	93	215
91	2	8	7	1	239
4	68	43	42	100	130
2	78	1	71	27	254
60	25	34	37	74	16
70	66	32	29	23	195
26	50	7	30	71	45
89	57	4	42	41	162
52	15	2	72	23	179
64	81	11	97	23	130
27	28	22	38	12	68
7	40	92	18	8	152
56	19	29	5	95	24
36	44	7	75	11	72
56	25	29	85	23	48
15	7	25	6	95	94
93	14	11	100	95	193
28	36	91	32	67	147
54	31	92	4	92	86
32	97	24	41	44	36
45	58	97	84	78	84
48	86	49	11	54	113
31	62	43	22	77	129
83	14	30	9	98	250
55	35	68	38	42	199
96	47	52	58	46	150
45	40	50	60	65	1
2	47	16	38	21	211
38	72	16	70	91	107
93	19	21	58	82	251
80	19	17	20	10	78
78	32	30	45	82	88
40	21	35	60	39	163
9	54	19	70	45	69
57	13	19	87	40	130
8	87	23	61	68	119
4	5	92	24	83	7
45	94	46	64	45	51
100	64	80	85	47	191
43	83	15	23	48	122
4	34	78	91	26	92
7	31	38	41	72	55
51	31	46	98	6	207
29	37	89	72	0	57
25	12	17	28	47	55
64	34	18	20	29	5
9	39	73	65	65	41
69	76	69	55	56	135
74	65	60	23	65	111
45	25	55	9	35	119
26	29	97	18	17	213
98	26	2	20	62	90
46	23	6	100	46	168
10	78	30	86	89	121
27	11	56	82	83	108
25	77	43	21	73	85
88	85	90	2	27	7
40	61	70	4	6	166
46	63	71	44	17	151
62	8	65	40	85	109
94	72	85	39	77	176
40	100	73	11	61	0
43	53	9	33	8	24
84	82	41	2	23	81
41	28	40	33	32	196
39	62	53	1	37	204
20	81	37	6	14	64
55	55	78	27	35	46
45	98	83	92	72	86
63	73	36	77	32	235
86	22	41	18	45	115
12	50	45	66	95	81
72	89	24	50	57	241
19	61	89	31	4	82
93	81	31	10	94	1
9	4	66	64	60	224
72	61	89	41	66	171
21	72	90	63	50	64
1	49	70	92	71	160
94	57	21	75	75	96
47	6	92	47	45	43
56	30	88	82	84	20
69	38	11	56	97	7
45	24	20	17	56	196
5	46	72	43	22	20
72	62	61	1	73	246
29	78	7	56	83	177
20	65	26	51	59	125
15	40	33	17	21	158
42	16	23	94	79	97
67	39	29	70	90	125
54	59	58	65	70	114
39	21	66	78	64	143
39	75	100	26	36	185
86	19	87	0	43	141
15	54	48	91	83	141
65	94	22	79	56	224
57	68	56	46	26	78
6	10	92	13	12	244
68	49	17	56	50	238
23	60	57	66	75	97
4	75	24	75	57	109
62	49	37	44	99	157
96	22	76	34	23	111
99	3	71	7	85	111
8	70	29	57	40	205
56	42	95	13	49	52
6	95	59	35	52	127
59	42	64	12	21	195
51	69	54	78	94	145
61	64	19	40	18	74
44	17	78	24	28	88
100	27	58	83	19	109
13	89	13	54	6	73
58	19	47	71	41	128
35	50	1	49	62	69
91	57	38	94	91	146
38	82	74	49	40	126
96	37	22	12	62	38
23	57	19	58	13	122
68	15	68	40	40	196
63	86	71	81	43	204
92	74	40	71	75	251
59	41	62	88	50	245
68	27	21	30	68	230
25	76	31	6	99	137
41	79	97	7	42	120
53	3	44	46	46	181
76	76	84	52	26	186
100	36	28	40	50	162
89	49	85	99	22	254
1	49	83	44	77	194
100	99	78	28	29	81
8	78	40	49	26	50
90	37	12	55	0	150
44	11	52	19	14	206
68	93	22	96	43	31
18	48	55	41	69	116
81	89	66	35	26	73
24	20	21	68	20	136
18	15	56	74	66	128
16	55	17	42	77	135
93	89	87	40	76	57
17	2	45	99	22	159
28	30	88	63	75	59
62	4	83	11	17	154
68	60	72	18	26	26
46	90	17	35	94	221
44	8	49	60	3	223
67	59	25	92	30	139
26	88	0	92	89	73
38	5	34	66	24	154
9	13	98	14	51	4
42	13	57	91	73	174
66	90	83	61	85	80
35	18	55	47	82	225
44	96	49	52	55	171
47	70	26	25	8	108
18	30	30	2	30	118
85	50	58	100	78	144
56	72	12	6	22	30
67	0	5	55	100	119
35	53	16	30	88	119
98	84	47	53	99	70
43	74	95	6	64	232
58	16	88	66	46	126
74	7	44	15	31	185
81	81	15	55	19	237
2	46	16	19	36	176
3	60	81	3	61	228
8	96	75	55	11	40
60	69	77	64	12	120
16	68	86	90	50	174
82	77	69	52	30	204
66	48	61	93	40	177
56	14	8	26	75	43
78	89	47	13	12	141
45	13	25	14	88	255
83	75	11	0	65	146
55	30	11	39	62	93
78	7	73	54	71	207
38	50	80	5	85	81
76	3	35	79	61	238
56	28	34	41	99	245
61	56	68	7	34	86
65	22	95	90	56	52
58	37	74	75	23	39
41	65	84	50	97	50
85	88	52	87	71	43
76	50	61	96	80	8
28	39	2	8	18	102
63	14	46	33	39	135
69	38	17	13	64	91
17	58	4	57	60	250
93	72	41	69	47	100
16	91	1	68	25	13
98	34	79	8	100	224
59	36	1	82	34	192
92	64	88	2	72	248
51	14	12	87	41	7
77	79	81	89	88	68
73	57	11	78	63	218
67	43	75	86	5	120
24	21	7	78	14	40
5	15	71	67	39	7
96	100	25	20	68	184
19	29	27	11	64	144
45	88	72	55	34	18
78	17	36	73	31	145
8	76	33	7	2	73
55	78	36	60	54	104
55	8	23	27	98	135
86	4	81	96	54	238
53	45	45	65	18	208
22	28	29	7	46	97
8	57	41	27	28	55
32	19	88	90	66	146
48	13	61	87	93	136
100	78	0	60	39	159
33	99	89	37	26	186
16	88	81	48	84	4
4	100	98	48	58	42
68	3	16	29	63	219
82	12	37	89	79	4
55	25	66	42	12	63
31	31	62	73	14	125
22	63	45	90	82	142
76	81	79	55	51	56
70	53	96	3	80	238
51	18	54	16	7	253
37	49	78	55	81	40
12	25	76	34	61	129
76	54	33	65	98	203
13	41	100	19	71	200
91	68	100	33	86	102
86	3	71	84	93	171
12	98	47	58	33	95
96	12	36	17	10	238
52	90	48	3	61	21
74	92	16	99	98	42
71	50	62	98	29	183
65	3	48	7	52	71
76	10	31	86	5	103
58	10	37	78	5	143
44	98	5	8	9	9
5	74	39	45	39	116
11	68	60	79	45	157
41	98	21	80	45	111
67	31	41	77	29	143
31	81	98	89	27	252
39	39	68	41	91	48
38	75	0	84	61	95
32	84	100	29	18	230
30	20	10	33	51	213
25	17	21	70	79	182
9	40	49	90	27	189
20	4	57	27	51	134
14	89	39	98	28	232
92	81	37	65	83	212
57	43	10	8	9	236
29	15	67	59	91	127
71	58	1	76	21	119
58	55	69	14	24	84
1	31	39	27	66	126
77	37	39	33	44	84
34	36	6	3	1	219
80	99	56	5	26	34
9	40	57	84	38	66
14	31	86	14	24	126
3	24	81	17	79	248
76	87	85	3	56	11
93	3	71	29	60	94
22	68	1	28	17	5
8	2	17	41	73	18
10	66	69	33	24	145
50	1	69	35	45	206
33	69	49	51	67	235
67	68	59	35	11	232
23	97	61	72	50	17
17	79	26	67	3	16
66	6	40	18	28	120
40	50	5	52	93	49
75	60	64	100	8	156
88	4	16	71	52	4
69	49	69	34	75	170
5	27	24	38	90	113
48	38	66	2	72	236
34	24	68	66	94	22
68	20	29	11	26	169
61	21	6	84	51	44
36	1	19	12	5	13
90	75	55	60	22	88
27	72	59	84	13	1
84	51	28	8	16	172
43	64	60	63	65	197
84	47	55	74	31	113
56	33	51	45	49	96
72	29	48	79	13	5
23	87	76	80	44	189
9	3	53	75	63	225
7	97	58	14	80	35
82	97	29	58	44	208
65	11	42	86	4	235
35	75	67	98	78	53
42	16	73	21	55	212
87	39	91	56	93	134
31	62	95	49	3	180
64	32	15	36	33	61
3	72	10	41	80	194
65	84	23	28	37	253
94	10	21	58	47	157
51	81	99	57	86	132
60	85	84	13	72	120
62	72	10	85	4	198
7	2	35	4	34	188
39	22	68	61	79	221
91	87	43	2	58	125
43	30	28	44	94	56
91	7	2	56	65	46
25	50	19	22	29	161
10	50	5	22	40	138
0	58	68	79	67	63
20	4	54	28	32	88
86	66	56	24	5	113
77	91	48	52	51	82
65	54	34	56	43	81
72	3	10	60	93	141
95	53	20	55	20	11
69	65	99	64	93	162
64	79	22	34	52	224
95	61	36	44	90	45
58	50	70	48	36	152
30	45	69	69	91	58
90	67	28	33	2	44
84	9	33	90	49	191
20	33	98	75	32	106
62	2	20	61	14	78
28	19	14	49	7	201
22	8	12	59	70	186
93	83	59	100	3	54
7	34	6	67	60	188
94	82	26	45	76	250
56	14	43	40	48	248
83	49	37	10	29	114
92	56	71	44	54	138
55	90	93	95	55	16
75	34	23	19	6	177
42	45	48	8	80	50
75	40	73	22	18	16
97	92	80	14	68	128
26	61	90	29	45	145
78	67	80	91	20	238
98	26	38	21	95	113
17	82	51	54	62	114
44	90	99	4	68	72
9	3	47	31	19	223
27	50	56	65	75	201
34	54	76	43	61	45
43	10	75	78	7	143
99	17	71	95	60	40
22	11	1	8	3	253
23	35	24	92	58	255
51	91	69	65	34	200
89	87	33	71	49	151
13	90	50	59	30	54
9	93	93	40	17	222
87	77	3	80	90	117
48	81	7	37	44	95
98	84	2	88	79	39
56	40	74	1	97	107
68	40	93	100	50	38
88	97	93	6	74	208
87	57	87	88	83	154
12	54	51	94	15	81
72	2	1	99	71	58
76	52	97	44	22	50
51	94	5	18	36	56
66	89	78	52	82	28
21	100	72	60	92	112
37	74	76	32	94	144
86	4	99	50	69	243
75	52	18	41	21	51
58	50	73	71	84	231
16	64	82	10	77	129
75	78	50	33	50	126
62	93	4	80	94	36
37	20	81	34	49	215
35	15	32	1	15	60
85	13	59	19	59	237
30	100	30	5	28	106
10	13	12	93	4	226
74	84	14	5	32	174
53	18	44	14	6	40
49	78	79	28	20	166
68	73	62	21	45	167
77	50	65	72	85	167
21	41	67	9	80	8
96	6	1	73	38	175
12	57	11	0	84	0
6	94	35	70	39	237
75	79	97	100	32	41
58	49	15	82	28	4
39	82	85	99	16	109
65	64	95	3	46	139
90	57	12	55	86	244
19	35	14	47	32	75
97	27	42	79	18	67
71	28	78	0	29	225
90	61	45	82	16	236
52	85	43	54	79	165
56	14	32	6	67	19
37	91	65	40	25	104
26	29	94	30	48	38
44	32	0	62	98	226
64	17	54	97	61	243
11	66	35	12	28	150
13	54	51	18	14	98
85	56	66	85	27	157
20	27	34	46	90	146
41	44	95	32	72	52
96	19	3	28	32	148
61	99	76	68	2	201
43	2	22	89	25	21
33	82	29	9	54	205
88	47	88	47	96	176
98	24	13	0	50	98
43	73	42	87	52	189
43	75	88	32	51	204
96	78	35	98	45	211
78	9	55	28	78	16
60	44	98	36	91	115
3	13	76	67	6	17
21	79	96	28	98	93
68	56	37	54	51	225
79	0	8	50	19	163
93	75	26	60	85	172
50	63	12	52	100	34
82	21	91	84	63	213
27	83	39	71	99	245
4	38	37	100	17	29
32	82	65	38	60	34
17	55	42	66	41	164
26	35	5	39	64	145
73	37	63	38	33	8
20	37	33	42	19	97
33	49	86	56	84	117
63	92	21	49	5	174
11	74	26	40	6	68
66	95	39	5	53	118
13	79	80	89	41	252
16	1	44	30	79	135
45	66	55	91	30	69
66	10	4	42	2	62
83	56	3	21	95	198
35	85	78	26	54	193
37	80	21	5	4	253
63	49	69	87	84	214
14	48	36	55	6	98
29	42	53	75	73	146
62	76	26	74	65	45
86	11	43	81	51	128
83	22	99	30	66	254
62	9	81	53	86	73
50	27	32	99	0	166
36	4	33	99	10	93
23	79	32	96	57	82
88	55	39	12	38	226
100	6	61	22	32	182
70	26	16	5	86	194
51	70	1	72	64	122
38	0	93	48	43	155
12	32	20	76	89	201
25	9	22	99	89	188
87	73	82	48	67	114
72	92	2	28	51	75
87	2	85	0	67	241
53	97	78	98	22	7
6	94	99	50	83	221
53	24	20	28	11	51
78	57	69	69	42	33
85	85	32	24	64	121
76	32	49	31	85	196
37	79	32	91	18	221
91	80	34	46	74	214
92	35	64	82	28	48
98	24	68	84	2	130
13	27	35	21	94	156
41	28	20	83	82	74
4	77	28	49	33	177
32	27	81	33	48	1
5	98	4	19	92	146
63	55	38	46	51	144
99	45	79	25	36	66
35	33	61	79	19	105
100	74	45	18	49	67
7	9	33	9	99	203
63	26	58	39	5	65
34	43	0	88	86	12
78	63	100	55	55	229
54	96	46	77	92	114
62	97	24	94	55	133
50	37	12	10	93	15
20	90	43	46	72	10
54	90	48	15	48	252
6	55	77	25	14	221
29	88	61	49	22	187
87	17	28	79	12	119
88	44	41	64	56	152
98	21	48	80	61	71
72	23	4	64	25	145
87	31	97	16	15	168
35	71	1	0	47	228
36	27	6	39	84	10
86	18	16	8	91	231
20	75	53	34	97	71
16	9	24	97	20	188
77	53	27	100	50	175
69	62	22	77	8	92
63	31	26	9	87	226
19	31	24	78	78	235
89	18	70	33	8	80
98	96	73	47	10	49
45	67	35	22	84	29
72	60	55	100	71	163
73	90	71	28	16	126
70	75	15	55	94	25
54	47	28	56	86	96
71	50	42	85	72	24
23	6	98	6	47	5
79	59	20	84	92	33
59	73	47	45	19	41
58	25	69	61	68	95
36	76	26	16	77	157
28	36	13	85	11	76
83	29	54	65	27	56
85	38	63	91	7	10
48	26	81	89	6	15
39	95	38	79	26	77
54	1	97	58	41	89
53	31	82	13	21	170
64	6	94	48	20	52
2	65	63	62	47	243
70	54	3	82	76	6
85	55	49	30	66	67
1	71	80	5	83	42
25	82	40	4	17	179
56	89	22	57	18	112
18	32	64	48	88	152
11	65	15	9	89	171
49	61	46	26	4	93
67	52	28	61	25	97
21	30	25	67	85	86
43	82	89	38	61	57
98	78	73	64	30	58
97	27	36	15	98	185
72	1	97	4	79	27
40	11	67	83	22	135
58	69	10	52	92	6
17	69	5	91	17	109
40	85	95	45	57	52
95	24	51	59	10	179
50	46	1	36	27	59
74	45	47	80	0	178
12	57	97	51	39	38
89	22	38	94	83	237
28	95	42	42	27	99
5	6	2	90	23	233
76	59	41	91	4	27
34	75	67	34	8	228
91	81	31	1	16	250
96	52	44	34	63	151
4	49	14	39	88	62
53	96	31	29	66	165
74	55	72	33	1	47
0	19	99	60	90	142
97	19	44	9	76	11
31	71	82	70	19	24
16	51	17	78	88	182
93	42	24	16	17	211
77	88	14	16	99	187
4	76	35	34	45	3
0	18	89	1	8	97
58	91	55	91	50	93
39	87	17	50	54	201
96	46	100	57	44	176
37	60	23	34	1	187
39	29	88	6	63	186
7	100	0	10	76	8
59	0	100	81	31	195
16	91	50	94	78	90
49	28	75	79	35	164
23	92	27	20	11	107
42	44	11	15	71	36
29	26	42	71	68	220
57	99	90	10	55	198
73	45	21	23	79	7
13	45	23	87	63	89
78	10	58	55	27	157
8	8	85	81	32	69
42	50	47	74	41	243
55	66	79	76	83	245
9	24	52	44	67	11
94	63	44	88	15	81
57	42	1	28	38	156
52	85	86	17	24	18
35	90	65	78	5	33
20	74	39	7	84	45
14	34	81	75	14	165
23	90	81	71	57	198
72	31	59	55	6	107
18	63	46	64	37	19
95	48	11	72	55	31
16	87	89	65	29	38
54	62	8	75	92	200
46	68	66	23	7	45
90	26	24	2	44	128
30	30	90	67	67	85
83	52	71	53	21	164
100	30	0	28	65	249
68	7	83	19	70	75
11	3	18	69	34	29
29	46	42	93	17	137
12	32	52	45	76	240
5	70	7	86	58	242
4	93	81	40	39	67
38	86	94	49	39	233
49	61	37	86	15	42
74	87	83	1	91	212
13	54	9	26	15	183
80	1	31	60	9	157
27	43	27	37	36	148
59	59	89	71	73	145
91	65	26	89	59	96
48	10	93	3	9	0
38	92	79	57	26	89
92	37	53	23	82	97
77	85	50	48	93	78
